Vendor,GRAPHTEC Corporation
Model,GL220
Version,Ver1.04
Sampling,5min
Total data points,8376        
Start time,2014-06-17,11:20:14
End time,2014-07-16,13:15:14
Trigger time,2014-06-17,11:20:14
AMP Settings
CH,Signal name,Input,Range,Filter,Span
CH1, "CH1",DC,50V,Off,25.000000,-25.000000,V
CH2, "CH2",DC,50V,Off,25.000000,-25.000000,V
CH3, "CH3",DC,500mV,Off,250.000000,-250.000000,mV
CH4, "CH4",DC,500mV,Off,250.000000,-250.000000,mV
CH5, "CH5",DC,500mV,Off,250.000000,-250.000000,mV
CH6, "CH6",DC,100mV,Off,50.000000,-50.000000,mV
CH7, "CH7",DC,5V,Off,2.500000,-2.500000,V
CH8, "CH8",DC,5V,Off,2.500000,-2.500000,V
CH9, "CH9",DC,5V,Off,2.500000,-2.500000,V
CH10, "CH10",DC,5V,Off,2.500000,-2.500000,V
Logic/Pulse,Off
DataNumber,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
NO.,Time,ms,V,V,mV,mV,mV,mV,V,V,V,V,A1234567890,A1234
162,2014-06-18 00:45:14,000,+5.48,+0.51,+122.9,+10.8,+108.2,+7.11,+0.079,-0.526,+0.290,+1.062,LLLLLLLLLL,LLLL
163,2014-06-18 00:50:14,000,+5.51,+0.51,+128.1,+7.7,+119.1,-5.77,+0.079,-0.526,+0.293,+1.021,LLLLLLLLLL,LLLL
164,2014-06-18 00:55:14,000,+5.45,+0.49,+122.9,+2.6,+121.5,+0.30,+0.076,-0.527,+0.312,+1.139,LLLLLLLLLL,LLLL
165,2014-06-18 01:00:14,000,+5.43,+0.47,+122.8,+10.8,+110.9,+9.67,+0.076,-0.527,+0.336,+1.021,LLLLLLLLLL,LLLL
166,2014-06-18 01:05:14,000,+5.42,+0.48,+128.1,+7.9,+118.9,-3.94,+0.079,-0.526,+0.349,+1.205,LLLLLLLLLL,LLLL
167,2014-06-18 01:10:14,000,+5.39,+0.47,+135.8,+13.5,+121.5,-2.32,+0.079,-0.526,+0.349,+1.015,LLLLLLLLLL,LLLL
168,2014-06-18 01:15:14,000,+5.38,+0.48,+117.5,-2.7,+119.0,+9.61,+0.079,-0.526,+0.385,+1.179,LLLLLLLLLL,LLLL
169,2014-06-18 01:20:14,000,+5.38,+0.42,+104.4,-0.2,+102.9,-0.48,+0.076,-0.526,+0.361,+1.023,LLLLLLLLLL,LLLL
170,2014-06-18 01:25:14,000,+5.36,+0.37,+94.1,-2.6,+95.8,-3.18,+0.072,-0.526,+0.342,+1.097,LLLLLLLLLL,LLLL
171,2014-06-18 01:30:14,000,+5.35,+0.36,+83.5,+0.1,+82.4,+10.12,+0.072,-0.526,+0.320,+1.023,LLLLLLLLLL,LLLL
172,2014-06-18 01:35:14,000,+5.35,+0.35,+96.7,-0.2,+93.1,+4.84,+0.072,-0.527,+0.285,+1.068,LLLLLLLLLL,LLLL
173,2014-06-18 01:40:14,000,+5.34,+0.42,+101.9,-7.7,+108.4,+10.05,+0.074,-0.526,+0.264,+1.034,LLLLLLLLLL,LLLL
174,2014-06-18 01:45:14,000,+5.29,+0.41,+110.0,-2.4,+111.2,+13.76,+0.074,-0.526,+0.251,+1.064,LLLLLLLLLL,LLLL
175,2014-06-18 01:50:14,000,+5.28,+0.42,+99.5,+8.1,+90.7,+14.95,+0.072,-0.526,+0.285,+1.050,LLLLLLLLLL,LLLL
176,2014-06-18 01:55:14,000,+5.26,+0.46,+84.0,+0.2,+80.2,+12.35,+0.072,-0.526,+0.334,+1.075,LLLLLLLLLL,LLLL
177,2014-06-18 02:00:14,000,+5.20,+0.49,+68.5,-5.0,+72.8,+9.40,+0.072,-0.526,+0.398,+1.061,LLLLLLLLLL,LLLL
178,2014-06-18 02:05:14,000,+5.22,+0.52,+94.6,+5.7,+85.5,+5.37,+0.072,-0.526,+0.451,+1.075,LLLLLLLLLL,LLLL
179,2014-06-18 02:10:14,000,+5.19,+0.49,+76.2,+2.9,+72.8,+1.55,+0.072,-0.526,+0.483,+1.069,LLLLLLLLLL,LLLL
180,2014-06-18 02:15:14,000,+5.18,+0.50,+99.6,+16.5,+82.8,-2.10,+0.072,-0.526,+0.543,+1.079,LLLLLLLLLL,LLLL
181,2014-06-18 02:20:14,000,+5.17,+0.50,+202.5,+84.9,+119.4,-3.16,+0.074,-0.526,+0.580,+1.091,LLLLLLLLLL,LLLL
182,2014-06-18 02:25:14,000,+5.12,+0.49,+192.4,+71.1,+119.4,-5.75,+0.076,-0.527,+0.583,+1.078,LLLLLLLLLL,LLLL
183,2014-06-18 02:30:14,000,+5.36,+0.54,+232.0,+84.9,+146.1,-1.23,+0.079,-0.526,+0.571,+2.437,LLLLLLLLLL,LLLL
184,2014-06-18 02:35:14,000,+6.55,+0.59,+264.3,+92.7,+169.7,+2.08,+0.079,-0.526,+0.531,+1.075,LLLLLLLLLL,LLLL
185,2014-06-18 02:40:14,000,+6.87,+0.65,+264.1,+101.4,+159.2,-3.02,+0.079,-0.526,+0.551,+1.086,LLLLLLLLLL,LLLL
186,2014-06-18 02:45:14,000,+7.17,+0.64,+259.0,+90.0,+167.2,+2.99,+0.082,-0.526,+0.536,+1.078,LLLLLLLLLL,LLLL
187,2014-06-18 02:50:14,000,+7.37,+0.64,+258.9,+82.4,+174.9,-0.53,+0.082,-0.526,+0.590,+0.958,LLLLLLLLLL,LLLL
188,2014-06-18 02:55:14,000,+7.33,+0.66,+274.6,+111.5,+161.7,-0.24,+0.082,-0.526,+0.614,+1.078,LLLLLLLLLL,LLLL
189,2014-06-18 03:00:14,000,+7.12,+0.64,+287.9,+108.9,+177.7,+3.48,+0.082,-0.527,+0.609,+1.119,LLLLLLLLLL,LLLL
190,2014-06-18 03:05:14,000,+6.98,+0.67,+287.9,+106.4,+180.3,-2.25,+0.082,-0.526,+0.615,+1.075,LLLLLLLLLL,LLLL
191,2014-06-18 03:10:14,000,+6.92,+0.67,+303.2,+132.7,+169.8,+3.64,+0.082,-0.527,+0.614,+1.264,LLLLLLLLLL,LLLL
192,2014-06-18 03:15:14,000,+6.75,+0.68,+290.5,+111.7,+177.5,-2.25,+0.082,-0.526,+0.614,+1.070,LLLLLLLLLL,LLLL
193,2014-06-18 03:20:14,000,+6.79,+0.68,+290.6,+98.8,+190.6,+3.05,+0.082,-0.527,+0.660,+1.331,LLLLLLLLLL,LLLL
194,2014-06-18 03:25:14,000,+6.71,+0.65,+290.5,+111.7,+177.4,+2.71,+0.082,-0.526,+0.675,+1.071,LLLLLLLLLL,LLLL
195,2014-06-18 03:30:14,000,+6.65,+0.70,+293.1,+101.3,+190.5,-1.95,+0.082,-0.526,+0.665,+1.244,LLLLLLLLLL,LLLL
196,2014-06-18 03:35:14,000,+6.58,+0.68,+313.5,+117.0,+193.2,+2.52,+0.082,-0.526,+0.687,+1.072,LLLLLLLLLL,LLLL
197,2014-06-18 03:40:14,000,+6.55,+0.69,+290.5,+116.9,+172.4,+0.29,+0.082,-0.527,+0.741,+1.155,LLLLLLLLLL,LLLL
198,2014-06-18 03:45:14,000,+6.46,+0.73,+303.3,+111.7,+190.6,-0.38,+0.082,-0.526,+0.770,+1.069,LLLLLLLLLL,LLLL
199,2014-06-18 03:50:14,000,+6.46,+0.72,+333.8,+145.1,+188.1,+3.08,+0.085,-0.526,+0.806,+1.109,LLLLLLLLLL,LLLL
200,2014-06-18 03:55:14,000,+6.45,+0.71,+321.0,+157.7,+161.6,-1.41,+0.085,-0.527,+0.841,+1.069,LLLLLLLLLL,LLLL
201,2014-06-18 04:00:14,000,+6.58,+0.70,+306.0,+140.0,+167.0,+1.94,+0.082,-0.526,+0.860,+1.094,LLLLLLLLLL,LLLL
202,2014-06-18 04:05:14,000,+6.57,+0.66,+308.4,+132.6,+177.6,+2.23,+0.082,-0.526,+0.795,+1.066,LLLLLLLLLL,LLLL
203,2014-06-18 04:10:14,000,+6.57,+0.70,+293.0,+137.3,+156.6,-0.68,+0.082,-0.527,+0.773,+1.083,LLLLLLLLLL,LLLL
204,2014-06-18 04:15:14,000,+6.57,+0.68,+308.3,+150.3,+156.6,+3.78,+0.082,-0.526,+0.722,+1.064,LLLLLLLLLL,LLLL
205,2014-06-18 04:20:14,000,+6.57,+0.72,+311.0,+153.0,+156.5,-3.53,+0.082,-0.526,+0.722,+1.075,LLLLLLLLLL,LLLL
206,2014-06-18 04:25:14,000,+6.56,+0.68,+300.5,+140.0,+161.7,+3.23,+0.082,-0.526,+0.712,+0.817,LLLLLLLLLL,LLLL
207,2014-06-18 04:30:14,000,+6.39,+0.65,+320.7,+135.3,+185.3,+1.29,+0.082,-0.526,+0.673,+1.075,LLLLLLLLLL,LLLL
208,2014-06-18 04:35:14,000,+6.09,+0.66,+295.6,+96.2,+198.7,-1.35,+0.079,-0.526,+0.668,+1.091,LLLLLLLLLL,LLLL
209,2014-06-18 04:40:14,000,+5.91,+0.59,+290.4,+106.6,+182.7,+4.62,+0.079,-0.527,+0.695,+1.069,LLLLLLLLLL,LLLL
210,2014-06-18 04:45:14,000,+5.80,+0.61,+274.4,+106.4,+166.8,-5.75,+0.079,-0.526,+0.704,+4.729,LLLLLLLLLL,LLLL
211,2014-06-18 04:50:14,000,+5.71,+0.56,+269.1,+87.5,+180.2,-4.04,+0.076,-0.526,+0.714,+1.064,LLLLLLLLLL,LLLL
212,2014-06-18 04:55:14,000,+5.64,+0.54,+245.8,+90.1,+156.4,-1.79,+0.076,-0.527,+0.714,+1.058,LLLLLLLLLL,LLLL
213,2014-06-18 05:00:14,000,+5.63,+0.53,+277.5,+124.8,+151.0,-0.27,+0.079,-0.526,+0.673,+1.051,LLLLLLLLLL,LLLL
214,2014-06-18 05:05:14,000,+5.67,+0.53,+263.8,+122.1,+142.8,+0.08,+0.079,-0.527,+0.573,+1.023,LLLLLLLLLL,LLLL
215,2014-06-18 05:10:14,000,+5.66,+0.51,+274.1,+111.5,+164.2,+0.45,+0.079,-0.526,+0.519,+1.042,LLLLLLLLLL,LLLL
216,2014-06-18 05:15:14,000,+5.67,+0.49,+277.1,+129.8,+145.6,+0.51,+0.079,-0.526,+0.483,+1.100,LLLLLLLLLL,LLLL
217,2014-06-18 05:20:14,000,+5.72,+0.47,+271.5,+129.8,+140.2,+0.40,+0.079,-0.527,+0.439,+1.036,LLLLLLLLLL,LLLL
218,2014-06-18 05:25:14,000,+5.76,+0.54,+295.2,+160.2,+132.4,+0.45,+0.082,-0.526,+0.383,+1.216,LLLLLLLLLL,LLLL
219,2014-06-18 05:30:14,000,+5.90,+0.55,+300.2,+150.1,+148.2,+0.66,+0.082,-0.526,+0.307,+1.028,LLLLLLLLLL,LLLL
220,2014-06-18 05:35:14,000,+5.83,+0.57,+302.7,+142.1,+161.3,+0.48,+0.084,-0.526,+0.273,+1.209,LLLLLLLLLL,LLLL
221,2014-06-18 05:40:14,000,+5.82,+0.58,+287.5,+137.1,+148.1,+0.89,+0.085,-0.526,+0.264,+1.023,LLLLLLLLLL,LLLL
222,2014-06-18 05:45:14,000,+5.71,+0.54,+282.4,+116.7,+164.1,+3.94,+0.082,-0.526,+0.273,+1.105,LLLLLLLLLL,LLLL
223,2014-06-18 05:50:14,000,+5.66,+0.54,+317.9,+152.6,+166.8,+8.19,+0.084,-0.526,+0.288,+1.026,LLLLLLLLLL,LLLL
224,2014-06-18 05:55:14,000,+5.65,+0.60,+346.9,+173.0,+169.2,-4.29,+0.092,-0.526,+0.324,+1.060,LLLLLLLLLL,LLLL
225,2014-06-18 06:00:14,000,+5.61,+0.58,+277.2,+95.8,+179.8,-1.65,+0.089,-0.526,+0.320,+1.023,LLLLLLLLLL,LLLL
226,2014-06-18 06:05:14,000,+5.59,+0.54,+231.8,+79.4,+151.0,+0.33,+0.085,-0.526,+0.330,+1.034,LLLLLLLLLL,LLLL
227,2014-06-18 06:10:14,000,+5.56,+0.53,+308.1,+157.5,+148.0,+0.45,+0.087,-0.526,+0.304,+1.015,LLLLLLLLLL,LLLL
228,2014-06-18 06:15:14,000,+5.57,+0.52,+295.3,+129.8,+163.9,+3.62,+0.087,-0.526,+0.290,+1.032,LLLLLLLLLL,LLLL
229,2014-06-18 06:20:14,000,+5.61,+0.56,+336.1,+175.7,+158.7,+8.30,+0.092,-0.526,+0.297,+1.022,LLLLLLLLLL,LLLL
230,2014-06-18 06:25:14,000,+5.64,+0.59,+341.8,+178.5,+161.1,-5.10,+0.095,-0.526,+0.295,+1.028,LLLLLLLLLL,LLLL
231,2014-06-18 06:30:14,000,+5.64,+0.56,+389.6,+243.5,+140.2,-2.09,+0.095,-0.526,+0.283,+1.018,LLLLLLLLLL,LLLL
232,2014-06-18 06:35:14,000,+5.70,+0.70,+360.7,+186.2,+172.0,+0.59,+0.113,-0.526,+0.266,+1.024,LLLLLLLLLL,LLLL
233,2014-06-18 06:40:14,000,+5.64,+0.70,+412.4,+214.7,+195.6,+9.36,+0.105,-0.526,+0.266,+1.032,LLLLLLLLLL,LLLL
234,2014-06-18 06:45:14,000,+5.70,+0.74,+394.8,+173.1,+219.5,+0.99,+0.107,-0.527,+0.283,+1.032,LLLLLLLLLL,LLLL
235,2014-06-18 06:50:14,000,+5.78,+0.69,+394.8,+181.1,+211.3,-4.73,+0.103,-0.526,+0.278,+2.253,LLLLLLLLLL,LLLL
236,2014-06-18 06:55:14,000,+5.88,+0.74,+432.8,+183.6,+247.3,+0.06,+0.105,-0.527,+0.293,+1.040,LLLLLLLLLL,LLLL
237,2014-06-18 07:00:14,000,+5.90,+0.78,+437.9,+196.7,+243.0,+1.08,+0.113,-0.526,+0.329,+1.039,LLLLLLLLLL,LLLL
238,2014-06-18 07:05:14,000,+5.85,+0.78,+320.5,+87.1,+235.1,+1.66,+0.111,-0.527,+0.378,+1.042,LLLLLLLLLL,LLLL
239,2014-06-18 07:10:14,000,+5.79,+0.67,+349.5,+68.0,+276.2,+3.03,+0.100,-0.526,+0.388,+0.881,LLLLLLLLLL,LLLL
240,2014-06-18 07:15:14,000,+5.71,+0.67,+297.7,+42.0,+252.8,+3.32,+0.100,-0.527,+0.314,+1.053,LLLLLLLLLL,LLLL
241,2014-06-18 07:20:14,000,+5.63,+0.69,+325.6,+52.5,+270.8,+3.83,+0.105,-0.526,+0.322,+1.103,LLLLLLLLLL,LLLL
242,2014-06-18 07:25:14,000,+5.61,+0.86,+290.2,+23.7,+265.6,+4.75,+0.116,-0.526,+0.297,+1.056,LLLLLLLLLL,LLLL
243,2014-06-18 07:30:14,000,+5.58,+0.80,+271.6,+13.5,+255.4,+6.41,+0.110,-0.527,+0.295,+1.294,LLLLLLLLLL,LLLL
244,2014-06-18 07:35:14,000,+5.53,+0.78,+313.2,+18.7,+292.1,+6.93,+0.108,-0.526,+0.271,+1.061,LLLLLLLLLL,LLLL
245,2014-06-18 07:40:14,000,+5.59,+0.82,+277.2,+10.8,+265.8,+6.62,+0.111,-0.526,+0.288,+1.302,LLLLLLLLLL,LLLL
246,2014-06-18 07:45:14,000,+5.55,+0.82,+331.0,+21.3,+307.8,+11.71,+0.113,-0.526,+0.312,+1.048,LLLLLLLLLL,LLLL
247,2014-06-18 07:50:14,000,+5.52,+0.87,+308.1,+18.9,+286.9,+18.79,+0.118,-0.526,+0.383,+1.365,LLLLLLLLLL,LLLL
248,2014-06-18 07:55:14,000,+5.61,+1.15,+310.9,+16.3,+295.0,+20.90,+0.129,-0.526,+0.469,+1.059,LLLLLLLLLL,LLLL
249,2014-06-18 08:00:14,000,+5.52,+1.06,+384.9,+39.8,+342.9,+22.27,+0.120,-0.526,+0.610,+1.293,LLLLLLLLLL,LLLL
250,2014-06-18 08:05:14,000,+5.52,+1.20,+316.1,+34.6,+279.2,+23.16,+0.131,-0.526,+0.739,+1.072,LLLLLLLLLL,LLLL
251,2014-06-18 08:10:14,000,+5.48,+1.24,+287.8,+0.3,+284.7,+9.83,+0.137,-0.526,+0.873,+1.182,LLLLLLLLLL,LLLL
252,2014-06-18 08:15:14,000,+5.40,+1.07,+261.7,+0.2,+258.4,+4.94,+0.120,-0.527,+0.894,+1.097,LLLLLLLLLL,LLLL
253,2014-06-18 08:20:14,000,+5.30,+1.07,+328.6,+13.7,+315.8,+2.96,+0.120,-0.526,+0.941,+1.125,LLLLLLLLLL,LLLL
254,2014-06-18 08:25:14,000,+5.26,+1.03,+271.9,+10.9,+258.5,+1.44,+0.115,-0.527,+0.985,+1.088,LLLLLLLLLL,LLLL
255,2014-06-18 08:30:14,000,+5.19,+0.96,+188.8,+2.7,+185.4,+4.67,+0.111,-0.526,+0.994,+1.101,LLLLLLLLLL,LLLL
256,2014-06-18 08:35:14,000,+5.16,+0.80,+199.9,+8.0,+190.6,+8.89,+0.100,-0.526,+0.960,+1.088,LLLLLLLLLL,LLLL
257,2014-06-18 08:40:14,000,+5.12,+0.72,+136.1,-2.5,+135.3,+16.96,+0.092,-0.526,+0.885,+1.102,LLLLLLLLLL,LLLL
258,2014-06-18 08:45:14,000,+5.11,+0.63,+110.0,+8.0,+100.6,+9.34,+0.084,-0.526,+0.775,+0.722,LLLLLLLLLL,LLLL
259,2014-06-18 08:50:14,000,+5.19,+0.58,+133.5,+13.8,+121.9,+11.92,+0.082,-0.526,+0.641,+1.127,LLLLLLLLLL,LLLL
260,2014-06-18 08:55:14,000,+5.27,+0.65,+159.6,+13.6,+145.8,+10.96,+0.087,-0.527,+0.512,+1.121,LLLLLLLLLL,LLLL
261,2014-06-18 09:00:14,000,+5.55,+0.72,+128.4,+5.4,+121.9,+12.61,+0.089,-0.526,+0.422,+1.106,LLLLLLLLLL,LLLL
262,2014-06-18 09:05:14,000,+5.70,+0.69,+104.7,+0.2,+103.3,+12.54,+0.085,-0.526,+0.332,+3.946,LLLLLLLLLL,LLLL
263,2014-06-18 09:10:14,000,+5.65,+0.54,+78.7,+2.6,+75.5,+13.10,+0.076,-0.526,+0.290,+1.102,LLLLLLLLLL,LLLL
264,2014-06-18 09:15:14,000,+5.65,+0.54,+94.4,+11.1,+82.8,+13.69,+0.076,-0.526,+0.235,+1.108,LLLLLLLLLL,LLLL
265,2014-06-18 09:20:14,000,+5.71,+0.67,+89.3,+3.0,+85.4,+13.78,+0.082,-0.526,+0.180,+1.101,LLLLLLLLLL,LLLL
266,2014-06-18 09:25:14,000,+5.63,+0.73,+107.5,+13.6,+96.0,+13.35,+0.084,-0.527,+0.187,+1.031,LLLLLLLLLL,LLLL
267,2014-06-18 09:30:14,000,+5.39,+0.64,+86.6,-2.2,+85.4,+13.12,+0.079,-0.527,+0.197,+1.089,LLLLLLLLLL,LLLL
268,2014-06-18 09:35:14,000,+5.25,+0.57,+68.2,-7.4,+75.5,+14.55,+0.076,-0.527,+0.222,+1.136,LLLLLLLLLL,LLLL
269,2014-06-18 09:40:14,000,+5.07,+0.49,+68.2,+2.9,+67.4,+14.37,+0.074,-0.526,+0.280,+1.087,LLLLLLLLLL,LLLL
270,2014-06-18 09:45:14,000,+5.04,+0.60,+96.8,+3.0,+93.4,+13.50,+0.079,-0.526,+0.361,+1.266,LLLLLLLLLL,LLLL
271,2014-06-18 09:50:14,000,+4.94,+0.54,+62.8,+11.1,+54.3,+14.40,+0.074,-0.526,+0.383,+1.096,LLLLLLLLLL,LLLL
272,2014-06-18 09:55:14,000,+4.91,+0.51,+73.5,-2.3,+75.4,+13.37,+0.074,-0.526,+0.390,+1.292,LLLLLLLLLL,LLLL
273,2014-06-18 10:00:14,000,+4.90,+0.52,+65.6,+8.2,+59.5,+12.92,+0.074,-0.526,+0.366,+1.086,LLLLLLLLLL,LLLL
274,2014-06-18 10:05:14,000,+4.79,+0.45,+47.5,+5.5,+41.2,+13.44,+0.072,-0.526,+0.344,+1.245,LLLLLLLLLL,LLLL
275,2014-06-18 10:10:14,000,+4.72,+0.46,+49.8,+8.1,+43.7,+13.12,+0.069,-0.526,+0.329,+1.089,LLLLLLLLLL,LLLL
276,2014-06-18 10:15:14,000,+4.67,+0.48,+76.1,+2.8,+72.8,+13.06,+0.072,-0.526,+0.346,+1.269,LLLLLLLLLL,LLLL
277,2014-06-18 10:20:14,000,+4.65,+0.48,+57.8,+0.2,+56.7,+12.31,+0.072,-0.526,+0.344,+1.086,LLLLLLLLLL,LLLL
278,2014-06-18 10:25:14,000,+4.61,+0.48,+52.5,+2.8,+49.0,+11.89,+0.072,-0.526,+0.361,+1.173,LLLLLLLLLL,LLLL
279,2014-06-18 10:30:14,000,+4.60,+0.46,+65.6,-2.3,+67.3,+11.60,+0.072,-0.526,+0.344,+1.075,LLLLLLLLLL,LLLL
280,2014-06-18 10:35:14,000,+4.65,+0.51,+71.1,-2.4,+72.7,+11.65,+0.074,-0.526,+0.302,+1.133,LLLLLLLLLL,LLLL
281,2014-06-18 10:40:14,000,+4.67,+0.51,+91.8,+8.0,+82.5,+12.16,+0.074,-0.526,+0.312,+1.083,LLLLLLLLLL,LLLL
282,2014-06-18 10:45:14,000,+4.70,+0.55,+65.7,+0.2,+64.8,+12.03,+0.074,-0.526,+0.366,+1.107,LLLLLLLLLL,LLLL
283,2014-06-18 10:50:14,000,+4.70,+0.52,+71.0,+0.2,+67.5,+14.46,+0.074,-0.527,+0.361,+1.086,LLLLLLLLLL,LLLL
284,2014-06-18 10:55:14,000,+4.69,+0.58,+65.9,+13.8,+54.4,+16.39,+0.074,-0.526,+0.344,+1.113,LLLLLLLLLL,LLLL
285,2014-06-18 11:00:14,000,+4.71,+0.52,+60.5,+8.1,+51.8,+9.84,+0.074,-0.526,+0.300,+1.096,LLLLLLLLLL,LLLL
286,2014-06-18 11:05:14,000,+4.71,+0.55,+60.3,+8.0,+51.8,+10.22,+0.074,-0.526,+0.249,+1.099,LLLLLLLLLL,LLLL
287,2014-06-18 11:10:14,000,+4.75,+0.64,+89.2,+11.2,+77.5,+10.55,+0.079,-0.527,+0.203,+1.075,LLLLLLLLLL,LLLL
288,2014-06-18 11:15:14,000,+4.74,+0.53,+52.7,-5.0,+54.6,+11.22,+0.074,-0.527,+0.151,+1.084,LLLLLLLLLL,LLLL
289,2014-06-18 11:20:14,000,+4.72,+0.45,+55.1,+2.9,+49.1,+11.43,+0.072,-0.526,+0.086,+1.074,LLLLLLLLLL,LLLL
290,2014-06-18 11:25:14,000,+4.73,+0.41,+57.6,-2.3,+59.4,+10.81,+0.072,-0.526,+0.086,+1.076,LLLLLLLLLL,LLLL
291,2014-06-18 11:30:14,000,+4.74,+0.40,+49.9,+5.6,+43.6,+11.59,+0.072,-0.526,+0.100,+1.101,LLLLLLLLLL,LLLL
292,2014-06-18 11:35:14,000,+4.71,+0.38,+37.0,+8.1,+27.7,+12.46,+0.069,-0.526,+0.071,+1.091,LLLLLLLLLL,LLLL
293,2014-06-18 11:40:14,000,+4.71,+0.40,+39.5,-7.5,+46.4,+12.62,+0.069,-0.527,+0.086,+2.236,LLLLLLLLLL,LLLL
294,2014-06-18 11:45:14,000,+4.71,+0.39,+42.0,+8.1,+35.8,+12.20,+0.069,-0.527,+0.124,+1.086,LLLLLLLLLL,LLLL
295,2014-06-18 11:50:14,000,+4.73,+0.48,+42.0,+2.9,+38.4,+11.78,+0.072,-0.527,+0.142,+1.091,LLLLLLLLLL,LLLL
296,2014-06-18 11:55:14,000,+4.75,+0.46,+71.0,+5.5,+61.9,+11.60,+0.072,-0.527,+0.180,+1.072,LLLLLLLLLL,LLLL
297,2014-06-18 12:00:14,000,+4.78,+0.44,+57.6,-5.0,+64.8,+12.43,+0.074,-0.526,+0.224,+0.910,LLLLLLLLLL,LLLL
298,2014-06-18 12:05:14,000,+4.71,+0.38,+36.8,-2.3,+35.8,+12.80,+0.071,-0.526,+0.229,+1.069,LLLLLLLLLL,LLLL
299,2014-06-18 12:10:14,000,+4.65,+0.47,+31.7,-7.6,+38.4,+13.41,+0.069,-0.526,+0.222,+1.096,LLLLLLLLLL,LLLL
300,2014-06-18 12:15:14,000,+4.67,+0.43,+52.3,-15.5,+67.3,+13.76,+0.069,-0.526,+0.198,+1.072,LLLLLLLLLL,LLLL
301,2014-06-18 12:20:14,000,+4.67,+0.41,+86.7,+10.9,+75.3,+12.20,+0.071,-0.527,+0.180,+1.172,LLLLLLLLLL,LLLL
302,2014-06-18 12:25:14,000,+4.74,+0.59,+117.8,+19.0,+95.9,+10.87,+0.085,-0.526,+0.180,+1.058,LLLLLLLLLL,LLLL
303,2014-06-18 12:30:14,000,+4.76,+0.71,+68.2,+8.0,+59.4,+10.20,+0.085,-0.526,+0.166,+1.304,LLLLLLLLLL,LLLL
304,2014-06-18 12:35:14,000,+4.71,+0.51,+52.5,+5.3,+46.4,+11.52,+0.074,-0.526,+0.164,+1.058,LLLLLLLLLL,LLLL
305,2014-06-18 12:40:14,000,+4.70,+0.45,+47.2,+13.6,+35.7,+12.12,+0.072,-0.526,+0.159,+1.144,LLLLLLLLLL,LLLL
306,2014-06-18 12:45:14,000,+4.75,+0.46,+52.4,+2.7,+49.2,+12.32,+0.072,-0.526,+0.142,+1.058,LLLLLLLLLL,LLLL
307,2014-06-18 12:50:14,000,+4.77,+0.36,+34.1,+0.2,+35.7,+12.75,+0.069,-0.526,+0.164,+1.107,LLLLLLLLLL,LLLL
308,2014-06-18 12:55:14,000,+4.71,+0.35,+23.9,+2.8,+19.9,+13.19,+0.069,-0.526,+0.185,+1.066,LLLLLLLLLL,LLLL
309,2014-06-18 13:00:14,000,+4.64,+0.36,+47.4,+8.0,+41.0,+13.19,+0.069,-0.526,+0.183,+1.114,LLLLLLLLLL,LLLL
310,2014-06-18 13:05:14,000,+4.55,+0.38,+31.6,-2.6,+33.0,+11.71,+0.069,-0.526,+0.188,+1.072,LLLLLLLLLL,LLLL
311,2014-06-18 13:10:14,000,+4.54,+0.40,+47.2,+5.5,+40.9,+11.84,+0.072,-0.526,+0.132,+1.079,LLLLLLLLLL,LLLL
312,2014-06-18 13:15:14,000,+4.59,+0.40,+44.7,-7.6,+54.2,+10.29,+0.069,-0.526,+0.098,+1.047,LLLLLLLLLL,LLLL
313,2014-06-18 13:20:14,000,+4.62,+0.39,+49.7,+0.2,+48.9,+8.52,+0.069,-0.526,+0.124,+1.054,LLLLLLLLLL,LLLL
314,2014-06-18 13:25:14,000,+4.53,+0.41,+68.4,+5.3,+62.1,+6.65,+0.072,-0.526,+0.130,+1.034,LLLLLLLLLL,LLLL
315,2014-06-18 13:30:14,000,+4.46,+0.43,+57.4,-2.6,+61.9,+5.51,+0.072,-0.526,+0.122,+1.034,LLLLLLLLLL,LLLL
316,2014-06-18 13:35:14,000,+4.42,+0.50,+96.8,+13.8,+80.0,+6.16,+0.076,-0.526,+0.183,+1.115,LLLLLLLLLL,LLLL
317,2014-06-18 13:40:14,000,+4.45,+0.57,+122.9,+21.4,+100.4,+5.87,+0.082,-0.526,+0.234,+1.029,LLLLLLLLLL,LLLL
318,2014-06-18 13:45:14,000,+4.47,+0.59,+104.5,+2.8,+100.4,+6.19,+0.085,-0.526,+0.271,+1.050,LLLLLLLLLL,LLLL
319,2014-06-18 13:50:14,000,+4.49,+0.55,+138.5,+21.4,+116.3,+5.48,+0.082,-0.526,+0.320,+1.029,LLLLLLLLLL,LLLL
320,2014-06-18 13:55:14,000,+4.47,+0.49,+86.5,-0.1,+82.4,+10.81,+0.077,-0.526,+0.363,+3.454,LLLLLLLLLL,LLLL
321,2014-06-18 14:00:14,000,+4.45,+0.51,+89.2,+0.2,+90.6,+16.80,+0.077,-0.526,+0.395,+1.034,LLLLLLLLLL,LLLL
322,2014-06-18 14:05:14,000,+4.45,+0.52,+94.5,+8.2,+85.3,+19.01,+0.079,-0.526,+0.461,+1.053,LLLLLLLLLL,LLLL
