Vendor,GRAPHTEC Corporation
Model,GL220
Version,Ver1.04
Sampling,5min
Total data points,8376        
Start time,2014-06-17,11:20:14
End time,2014-07-16,13:15:14
Trigger time,2014-06-17,11:20:14
AMP Settings
CH,Signal name,Input,Range,Filter,Span
CH1, "CH1",DC,50V,Off,25.000000,-25.000000,V
CH2, "CH2",DC,50V,Off,25.000000,-25.000000,V
CH3, "CH3",DC,500mV,Off,250.000000,-250.000000,mV
CH4, "CH4",DC,500mV,Off,250.000000,-250.000000,mV
CH5, "CH5",DC,500mV,Off,250.000000,-250.000000,mV
CH6, "CH6",DC,100mV,Off,50.000000,-50.000000,mV
CH7, "CH7",DC,5V,Off,2.500000,-2.500000,V
CH8, "CH8",DC,5V,Off,2.500000,-2.500000,V
CH9, "CH9",DC,5V,Off,2.500000,-2.500000,V
CH10, "CH10",DC,5V,Off,2.500000,-2.500000,V
Logic/Pulse,Off
DataNumber,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
NO.,Time,ms,V,V,mV,mV,mV,mV,V,V,V,V,A1234567890,A1234
527,2014-06-19 07:10:14,000,+5.92,+0.76,+258.6,+39.6,+216.5,+2.19,+0.103,-0.527,+0.200,+1.217,LLLLLLLLLL,LLLL
528,2014-06-19 07:15:14,000,+5.89,+0.87,+245.6,+26.5,+216.5,+2.42,+0.111,-0.526,+0.259,+1.029,LLLLLLLLLL,LLLL
529,2014-06-19 07:20:14,000,+5.87,+0.84,+231.8,+13.6,+216.4,+3.54,+0.108,-0.526,+0.334,+1.138,LLLLLLLLLL,LLLL
530,2014-06-19 07:25:14,000,+5.91,+0.84,+231.8,+10.7,+219.2,+4.41,+0.107,-0.527,+0.339,+1.026,LLLLLLLLLL,LLLL
531,2014-06-19 07:30:14,000,+5.84,+0.82,+207.5,+7.8,+198.0,+4.54,+0.108,-0.527,+0.405,+1.106,LLLLLLLLLL,LLLL
532,2014-06-19 07:35:14,000,+5.63,+0.72,+167.3,+7.8,+161.0,+5.30,+0.103,-0.527,+0.439,+1.023,LLLLLLLLLL,LLLL
533,2014-06-19 07:40:14,000,+5.45,+0.60,+156.8,+2.5,+153.3,+5.74,+0.095,-0.527,+0.456,+1.042,LLLLLLLLLL,LLLL
534,2014-06-19 07:45:14,000,+5.34,+0.59,+154.2,-2.6,+155.9,+5.83,+0.095,-0.526,+0.478,+1.026,LLLLLLLLLL,LLLL
535,2014-06-19 07:50:14,000,+5.31,+0.68,+154.2,-0.2,+156.0,+6.03,+0.098,-0.526,+0.502,+1.037,LLLLLLLLLL,LLLL
536,2014-06-19 07:55:14,000,+5.30,+0.66,+156.8,+5.2,+150.5,+7.20,+0.098,-0.526,+0.510,+1.029,LLLLLLLLLL,LLLL
537,2014-06-19 08:00:14,000,+5.32,+0.73,+164.6,-7.9,+171.8,+7.52,+0.100,-0.526,+0.480,+1.036,LLLLLLLLLL,LLLL
538,2014-06-19 08:05:14,000,+5.33,+0.73,+161.9,-2.7,+163.8,+8.25,+0.098,-0.527,+0.456,+1.037,LLLLLLLLLL,LLLL
539,2014-06-19 08:10:14,000,+5.31,+0.72,+140.8,-0.1,+140.1,+8.97,+0.098,-0.526,+0.424,+1.044,LLLLLLLLLL,LLLL
540,2014-06-19 08:15:14,000,+5.26,+0.66,+135.8,-0.1,+134.8,+9.59,+0.095,-0.527,+0.422,+1.056,LLLLLLLLLL,LLLL
541,2014-06-19 08:20:14,000,+5.18,+0.68,+104.4,-2.4,+105.5,+9.99,+0.095,-0.526,+0.415,+1.064,LLLLLLLLLL,LLLL
542,2014-06-19 08:25:14,000,+5.10,+0.62,+117.6,+0.1,+118.9,+11.65,+0.089,-0.527,+0.353,+1.775,LLLLLLLLLL,LLLL
543,2014-06-19 08:30:14,000,+5.00,+0.66,+107.5,-7.8,+113.7,+19.18,+0.087,-0.527,+0.368,+1.109,LLLLLLLLLL,LLLL
544,2014-06-19 08:35:14,000,+5.04,+0.72,+157.0,+0.3,+156.3,+25.84,+0.090,-0.526,+0.349,+1.107,LLLLLLLLLL,LLLL
545,2014-06-19 08:40:14,000,+5.07,+0.74,+154.6,+0.2,+153.7,+36.36,+0.089,-0.526,+0.334,+1.115,LLLLLLLLLL,LLLL
546,2014-06-19 08:45:14,000,+5.06,+0.75,+128.4,-2.4,+129.7,+29.56,+0.089,-0.527,+0.327,+0.966,LLLLLLLLLL,LLLL
547,2014-06-19 08:50:14,000,+5.04,+0.70,+143.9,+13.7,+129.7,+10.99,+0.092,-0.526,+0.391,+1.104,LLLLLLLLLL,LLLL
548,2014-06-19 08:55:14,000,+5.01,+0.78,+152.0,-2.2,+150.9,+9.28,+0.095,-0.527,+0.429,+1.159,LLLLLLLLLL,LLLL
549,2014-06-19 09:00:14,000,+4.87,+0.63,+112.9,+0.2,+108.3,+6.34,+0.087,-0.527,+0.473,+1.101,LLLLLLLLLL,LLLL
550,2014-06-19 09:05:14,000,+4.86,+0.71,+123.2,+2.6,+119.1,+0.66,+0.087,-0.526,+0.541,+1.327,LLLLLLLLLL,LLLL
551,2014-06-19 09:10:14,000,+4.84,+0.68,+159.7,+2.7,+156.3,+1.35,+0.087,-0.526,+0.529,+1.107,LLLLLLLLLL,LLLL
552,2014-06-19 09:15:14,000,+4.84,+0.75,+117.8,+3.0,+113.7,+8.37,+0.089,-0.527,+0.526,+1.356,LLLLLLLLLL,LLLL
553,2014-06-19 09:20:14,000,+4.74,+0.63,+110.2,+0.4,+108.2,+9.48,+0.082,-0.527,+0.504,+1.092,LLLLLLLLLL,LLLL
554,2014-06-19 09:25:14,000,+4.74,+0.64,+97.1,+0.1,+97.8,+10.18,+0.082,-0.527,+0.471,+1.215,LLLLLLLLLL,LLLL
555,2014-06-19 09:30:14,000,+4.71,+0.56,+84.0,+2.8,+79.8,+10.35,+0.079,-0.527,+0.458,+1.095,LLLLLLLLLL,LLLL
556,2014-06-19 09:35:14,000,+4.69,+0.54,+76.3,+8.0,+67.4,+12.43,+0.076,-0.527,+0.429,+1.160,LLLLLLLLLL,LLLL
557,2014-06-19 09:40:14,000,+4.70,+0.51,+84.1,+5.5,+79.9,+10.81,+0.074,-0.526,+0.381,+1.081,LLLLLLLLLL,LLLL
558,2014-06-19 09:45:14,000,+4.75,+0.59,+97.1,-4.9,+100.6,+11.66,+0.079,-0.527,+0.341,+1.125,LLLLLLLLLL,LLLL
559,2014-06-19 09:50:14,000,+4.76,+0.61,+97.0,+2.9,+93.1,+12.32,+0.079,-0.527,+0.320,+1.096,LLLLLLLLLL,LLLL
560,2014-06-19 09:55:14,000,+4.78,+0.57,+94.5,+0.2,+93.2,+11.60,+0.076,-0.527,+0.302,+1.106,LLLLLLLLLL,LLLL
561,2014-06-19 10:00:14,000,+4.73,+0.55,+102.4,+8.2,+95.9,+11.55,+0.074,-0.527,+0.332,+1.081,LLLLLLLLLL,LLLL
562,2014-06-19 10:05:14,000,+4.69,+0.60,+78.9,+11.2,+67.3,+11.80,+0.074,-0.527,+0.383,+1.091,LLLLLLLLLL,LLLL
563,2014-06-19 10:10:14,000,+4.58,+0.59,+73.7,+5.7,+69.9,+10.79,+0.074,-0.526,+0.358,+1.075,LLLLLLLLLL,LLLL
564,2014-06-19 10:15:14,000,+4.54,+0.59,+86.8,-2.4,+88.0,+10.55,+0.076,-0.527,+0.368,+1.083,LLLLLLLLLL,LLLL
565,2014-06-19 10:20:14,000,+4.46,+0.61,+81.5,-2.3,+82.6,+10.62,+0.076,-0.527,+0.388,+1.078,LLLLLLLLLL,LLLL
566,2014-06-19 10:25:14,000,+4.45,+0.69,+94.5,+8.0,+85.1,+10.38,+0.079,-0.526,+0.386,+1.089,LLLLLLLLLL,LLLL
567,2014-06-19 10:30:14,000,+4.44,+0.72,+89.3,+5.4,+85.2,+9.61,+0.082,-0.527,+0.395,+1.119,LLLLLLLLLL,LLLL
568,2014-06-19 10:35:14,000,+4.39,+0.67,+71.0,+11.0,+59.3,+9.83,+0.079,-0.526,+0.415,+1.088,LLLLLLLLLL,LLLL
569,2014-06-19 10:40:14,000,+4.38,+0.69,+104.7,+11.1,+90.6,+10.21,+0.079,-0.527,+0.402,+1.831,LLLLLLLLLL,LLLL
570,2014-06-19 10:45:14,000,+4.39,+0.68,+89.4,+11.2,+75.3,+8.66,+0.079,-0.527,+0.393,+1.096,LLLLLLLLLL,LLLL
571,2014-06-19 10:50:14,000,+4.40,+0.70,+117.9,+3.0,+116.5,+8.95,+0.082,-0.526,+0.342,+1.115,LLLLLLLLLL,LLLL
572,2014-06-19 10:55:14,000,+4.44,+0.76,+84.0,-2.2,+85.1,+9.46,+0.084,-0.527,+0.315,+1.095,LLLLLLLLLL,LLLL
573,2014-06-19 11:00:14,000,+4.41,+0.65,+76.2,-2.3,+75.1,+9.83,+0.077,-0.527,+0.285,+0.971,LLLLLLLLLL,LLLL
574,2014-06-19 11:05:14,000,+4.42,+0.67,+89.4,+11.1,+77.3,+9.48,+0.076,-0.526,+0.268,+1.099,LLLLLLLLLL,LLLL
575,2014-06-19 11:10:14,000,+4.48,+0.70,+81.5,+0.1,+79.9,+9.17,+0.079,-0.527,+0.232,+1.140,LLLLLLLLLL,LLLL
576,2014-06-19 11:15:14,000,+4.50,+0.70,+89.2,+13.6,+75.4,+9.69,+0.079,-0.527,+0.217,+1.096,LLLLLLLLLL,LLLL
577,2014-06-19 11:20:14,000,+4.53,+0.78,+76.2,+7.9,+64.7,+9.25,+0.082,-0.527,+0.273,+1.270,LLLLLLLLLL,LLLL
578,2014-06-19 11:25:14,000,+4.49,+0.68,+94.6,+5.5,+85.3,+9.46,+0.076,-0.527,+0.254,+1.096,LLLLLLLLLL,LLLL
579,2014-06-19 11:30:14,000,+4.49,+0.72,+81.4,-2.3,+79.9,+11.84,+0.079,-0.527,+0.251,+1.348,LLLLLLLLLL,LLLL
580,2014-06-19 11:35:14,000,+4.49,+0.75,+97.1,+8.2,+87.9,+11.95,+0.079,-0.527,+0.285,+1.085,LLLLLLLLLL,LLLL
581,2014-06-19 11:40:14,000,+4.48,+0.69,+97.0,+8.3,+88.0,+9.87,+0.079,-0.526,+0.344,+1.316,LLLLLLLLLL,LLLL
582,2014-06-19 11:45:14,000,+4.46,+0.84,+76.3,-2.1,+77.4,+6.44,+0.082,-0.527,+0.388,+1.099,LLLLLLLLLL,LLLL
583,2014-06-19 11:50:14,000,+4.48,+0.76,+102.5,+5.7,+96.0,+4.98,+0.082,-0.527,+0.363,+1.225,LLLLLLLLLL,LLLL
584,2014-06-19 11:55:14,000,+4.47,+0.74,+73.7,+8.2,+64.8,+5.97,+0.079,-0.527,+0.346,+1.092,LLLLLLLLLL,LLLL
585,2014-06-19 12:00:14,000,+4.46,+0.69,+99.7,+11.4,+87.9,+6.34,+0.079,-0.527,+0.354,+1.197,LLLLLLLLLL,LLLL
586,2014-06-19 12:05:14,000,+4.49,+0.73,+118.3,+19.2,+97.9,+6.72,+0.082,-0.527,+0.344,+1.093,LLLLLLLLLL,LLLL
587,2014-06-19 12:10:14,000,+4.50,+0.76,+104.9,+11.2,+96.1,+7.27,+0.082,-0.527,+0.288,+1.151,LLLLLLLLLL,LLLL
588,2014-06-19 12:15:14,000,+4.54,+0.65,+60.4,+11.2,+49.0,+6.83,+0.076,-0.527,+0.258,+1.094,LLLLLLLLLL,LLLL
589,2014-06-19 12:20:14,000,+4.58,+0.59,+68.5,+3.1,+64.6,+8.03,+0.074,-0.527,+0.283,+1.128,LLLLLLLLLL,LLLL
590,2014-06-19 12:25:14,000,+4.63,+0.62,+60.5,+3.1,+56.7,+9.12,+0.074,-0.526,+0.288,+1.089,LLLLLLLLLL,LLLL
591,2014-06-19 12:30:14,000,+4.62,+0.58,+76.2,+16.4,+59.4,+8.75,+0.072,-0.526,+0.264,+1.101,LLLLLLLLLL,LLLL
592,2014-06-19 12:35:14,000,+4.62,+0.58,+76.4,+8.3,+67.4,+8.80,+0.074,-0.527,+0.254,+1.084,LLLLLLLLLL,LLLL
593,2014-06-19 12:40:14,000,+4.62,+0.59,+104.8,+32.1,+72.8,+7.82,+0.079,-0.526,+0.273,+1.101,LLLLLLLLLL,LLLL
594,2014-06-19 12:45:14,000,+4.62,+0.62,+76.3,+14.0,+62.1,+7.97,+0.076,-0.526,+0.307,+1.081,LLLLLLLLLL,LLLL
595,2014-06-19 12:50:14,000,+4.63,+0.55,+96.9,+11.3,+85.2,+8.60,+0.076,-0.527,+0.320,+1.082,LLLLLLLLLL,LLLL
596,2014-06-19 12:55:14,000,+4.58,+0.58,+89.3,+8.2,+80.0,+6.50,+0.076,-0.527,+0.334,+1.096,LLLLLLLLLL,LLLL
597,2014-06-19 13:00:14,000,+4.53,+0.57,+99.6,+13.9,+85.2,+5.12,+0.079,-0.526,+0.363,+1.067,LLLLLLLLLL,LLLL
598,2014-06-19 13:05:14,000,+4.48,+0.59,+104.9,+18.9,+85.2,+5.40,+0.082,-0.527,+0.381,+2.657,LLLLLLLLLL,LLLL
599,2014-06-19 13:10:14,000,+4.44,+0.56,+115.5,+19.0,+95.9,+5.55,+0.082,-0.527,+0.346,+1.066,LLLLLLLLLL,LLLL
600,2014-06-19 13:15:14,000,+4.43,+0.56,+117.9,+16.4,+100.5,+5.55,+0.082,-0.526,+0.329,+1.086,LLLLLLLLLL,LLLL
601,2014-06-19 13:20:14,000,+4.43,+0.59,+120.5,+16.3,+103.2,+5.79,+0.084,-0.527,+0.307,+1.064,LLLLLLLLLL,LLLL
602,2014-06-19 13:25:14,000,+4.46,+0.58,+115.3,+11.2,+100.5,+6.45,+0.084,-0.527,+0.273,+1.765,LLLLLLLLLL,LLLL
603,2014-06-19 13:30:14,000,+4.47,+0.55,+107.6,+5.5,+103.0,+6.54,+0.082,-0.526,+0.220,+1.061,LLLLLLLLLL,LLLL
604,2014-06-19 13:35:14,000,+4.45,+0.54,+86.6,+16.3,+69.9,+7.21,+0.080,-0.526,+0.156,+1.089,LLLLLLLLLL,LLLL
605,2014-06-19 13:40:14,000,+4.44,+0.49,+78.5,+8.0,+69.8,+7.50,+0.077,-0.526,+0.135,+1.058,LLLLLLLLLL,LLLL
606,2014-06-19 13:45:14,000,+4.40,+0.45,+81.2,+11.0,+72.5,+7.65,+0.077,-0.526,+0.086,+1.178,LLLLLLLLLL,LLLL
607,2014-06-19 13:50:14,000,+4.40,+0.50,+91.8,+11.0,+82.6,+7.08,+0.079,-0.527,+0.051,+1.051,LLLLLLLLLL,LLLL
608,2014-06-19 13:55:14,000,+4.37,+0.42,+107.6,+16.3,+90.5,+7.16,+0.077,-0.526,+0.034,+1.218,LLLLLLLLLL,LLLL
609,2014-06-19 14:00:14,000,+4.37,+0.45,+110.1,+2.7,+105.6,+7.15,+0.079,-0.527,+0.022,+1.053,LLLLLLLLLL,LLLL
610,2014-06-19 14:05:14,000,+4.36,+0.43,+83.8,+5.2,+77.0,+7.53,+0.076,-0.527,+0.003,+1.212,LLLLLLLLLL,LLLL
611,2014-06-19 14:10:14,000,+4.36,+0.45,+76.0,-2.5,+77.2,+8.83,+0.074,-0.527,+0.003,+1.053,LLLLLLLLLL,LLLL
612,2014-06-19 14:15:14,000,+4.36,+0.43,+65.8,+7.7,+56.6,+8.22,+0.074,-0.526,+0.003,+1.149,LLLLLLLLLL,LLLL
613,2014-06-19 14:20:14,000,+4.30,+0.38,+55.0,+7.9,+46.2,+8.31,+0.072,-0.527,+0.003,+1.053,LLLLLLLLLL,LLLL
614,2014-06-19 14:25:14,000,+4.31,+0.40,+110.2,+18.6,+87.6,+7.73,+0.074,-0.527,+0.003,+1.120,LLLLLLLLLL,LLLL
615,2014-06-19 14:30:14,000,+4.33,+0.45,+73.6,-2.5,+75.0,+7.58,+0.076,-0.527,+0.003,+1.046,LLLLLLLLLL,LLLL
616,2014-06-19 14:35:14,000,+4.34,+0.40,+81.3,+13.6,+70.0,+9.64,+0.073,-0.527,+0.003,+1.094,LLLLLLLLLL,LLLL
617,2014-06-19 14:40:14,000,+4.35,+0.47,+112.9,+7.9,+103.1,+18.02,+0.076,-0.527,+0.003,+1.056,LLLLLLLLLL,LLLL
618,2014-06-19 14:45:14,000,+4.37,+0.50,+138.7,+5.3,+132.3,+20.51,+0.082,-0.527,+0.012,+1.083,LLLLLLLLLL,LLLL
619,2014-06-19 14:50:14,000,+4.42,+0.61,+104.8,+11.1,+96.0,+12.21,+0.084,-0.527,+0.036,+1.058,LLLLLLLLLL,LLLL
620,2014-06-19 14:55:14,000,+4.42,+0.57,+96.9,+5.4,+90.6,+9.33,+0.079,-0.526,+0.076,+1.072,LLLLLLLLLL,LLLL
621,2014-06-19 15:00:14,000,+4.42,+0.49,+110.0,+5.4,+103.1,-5.75,+0.079,-0.526,+0.154,+1.056,LLLLLLLLLL,LLLL
622,2014-06-19 15:05:14,000,+4.41,+0.48,+91.8,-2.4,+93.2,+3.89,+0.079,-0.526,+0.232,+1.072,LLLLLLLLLL,LLLL
623,2014-06-19 15:10:14,000,+4.43,+0.52,+89.2,+13.6,+75.2,+8.37,+0.079,-0.527,+0.278,+1.067,LLLLLLLLLL,LLLL
624,2014-06-19 15:15:14,000,+4.40,+0.47,+73.6,-2.4,+72.5,+9.95,+0.076,-0.527,+0.324,+1.072,LLLLLLLLLL,LLLL
625,2014-06-19 15:20:14,000,+4.42,+0.46,+84.0,+11.0,+72.5,+7.94,+0.076,-0.527,+0.390,+1.093,LLLLLLLLLL,LLLL
626,2014-06-19 15:25:14,000,+4.42,+0.44,+68.4,+8.2,+59.4,+8.02,+0.076,-0.526,+0.368,+1.069,LLLLLLLLLL,LLLL
627,2014-06-19 15:30:14,000,+4.51,+0.48,+107.4,+8.0,+97.6,+7.56,+0.079,-0.527,+0.381,+1.143,LLLLLLLLLL,LLLL
628,2014-06-19 15:35:14,000,+4.53,+0.65,+136.0,+8.1,+124.3,+7.24,+0.087,-0.526,+0.381,+1.065,LLLLLLLLLL,LLLL
629,2014-06-19 15:40:14,000,+4.50,+0.66,+149.2,+7.9,+140.2,+7.04,+0.089,-0.527,+0.388,+1.139,LLLLLLLLLL,LLLL
630,2014-06-19 15:45:14,000,+4.48,+0.58,+102.2,+5.4,+95.9,+10.04,+0.085,-0.527,+0.400,+1.059,LLLLLLLLLL,LLLL
631,2014-06-19 15:50:14,000,+4.47,+0.59,+91.9,+5.4,+85.2,+11.02,+0.079,-0.527,+0.351,+1.075,LLLLLLLLLL,LLLL
632,2014-06-19 15:55:14,000,+4.49,+0.56,+104.7,+11.2,+93.2,+8.97,+0.079,-0.527,+0.324,+1.058,LLLLLLLLLL,LLLL
633,2014-06-19 16:00:14,000,+4.53,+0.61,+110.1,+2.8,+105.7,+12.46,+0.084,-0.527,+0.312,+1.085,LLLLLLLLLL,LLLL
634,2014-06-19 16:05:14,000,+4.55,+0.68,+110.1,+8.0,+100.5,+5.34,+0.084,-0.527,+0.332,+1.056,LLLLLLLLLL,LLLL
635,2014-06-19 16:10:14,000,+4.57,+0.66,+123.1,+13.6,+108.5,+6.62,+0.089,-0.526,+0.337,+1.218,LLLLLLLLLL,LLLL
636,2014-06-19 16:15:14,000,+4.55,+0.70,+110.1,+11.1,+98.0,+9.34,+0.087,-0.527,+0.320,+1.061,LLLLLLLLLL,LLLL
637,2014-06-19 16:20:14,000,+4.59,+0.70,+112.9,+0.4,+111.1,+6.59,+0.089,-0.526,+0.370,+1.337,LLLLLLLLLL,LLLL
638,2014-06-19 16:25:14,000,+4.61,+0.62,+86.6,+0.1,+85.2,+8.54,+0.085,-0.527,+0.334,+1.058,LLLLLLLLLL,LLLL
639,2014-06-19 16:30:14,000,+4.61,+0.59,+149.5,+21.5,+127.1,+9.34,+0.082,-0.527,+0.305,+1.249,LLLLLLLLLL,LLLL
640,2014-06-19 16:35:14,000,+4.67,+0.76,+192.2,+37.1,+156.3,+5.58,+0.095,-0.526,+0.304,+1.057,LLLLLLLLLL,LLLL
641,2014-06-19 16:40:14,000,+4.70,+0.84,+146.4,+11.2,+137.7,+5.46,+0.100,-0.526,+0.307,+1.231,LLLLLLLLLL,LLLL
642,2014-06-19 16:45:14,000,+4.67,+0.92,+194.6,+32.0,+161.6,+9.68,+0.100,-0.526,+0.342,+1.059,LLLLLLLLLL,LLLL
643,2014-06-19 16:50:14,000,+4.66,+0.92,+136.1,+16.4,+119.2,+5.69,+0.095,-0.527,+0.373,+1.165,LLLLLLLLLL,LLLL
644,2014-06-19 16:55:14,000,+4.65,+0.76,+128.3,+5.4,+119.2,+8.17,+0.087,-0.527,+0.412,+1.059,LLLLLLLLLL,LLLL
645,2014-06-19 17:00:14,000,+4.64,+0.74,+99.5,+2.8,+95.9,+9.56,+0.084,-0.527,+0.441,+1.111,LLLLLLLLLL,LLLL
646,2014-06-19 17:05:14,000,+4.63,+0.68,+102.2,-2.4,+103.0,+6.98,+0.082,-0.526,+0.466,+1.064,LLLLLLLLLL,LLLL
647,2014-06-19 17:10:14,000,+4.65,+0.74,+112.7,+11.1,+100.5,+9.12,+0.084,-0.527,+0.444,+1.093,LLLLLLLLLL,LLLL
648,2014-06-19 17:15:14,000,+4.64,+0.81,+115.3,+13.6,+100.5,+5.94,+0.089,-0.526,+0.463,+1.067,LLLLLLLLLL,LLLL
649,2014-06-19 17:20:14,000,+4.63,+0.72,+102.2,+7.9,+93.2,+11.72,+0.087,-0.526,+0.505,+1.078,LLLLLLLLLL,LLLL
650,2014-06-19 17:25:14,000,+4.64,+0.76,+86.6,+0.1,+85.3,+4.71,+0.084,-0.526,+0.505,+1.064,LLLLLLLLLL,LLLL
651,2014-06-19 17:30:14,000,+4.62,+0.65,+115.3,+8.2,+105.8,+6.46,+0.087,-0.526,+0.483,+1.073,LLLLLLLLLL,LLLL
652,2014-06-19 17:35:14,000,+4.63,+0.77,+102.2,+0.1,+100.4,+9.97,+0.090,-0.526,+0.449,+2.440,LLLLLLLLLL,LLLL
653,2014-06-19 17:40:14,000,+4.67,+0.88,+133.4,+2.7,+132.2,+7.30,+0.092,-0.527,+0.398,+1.069,LLLLLLLLLL,LLLL
654,2014-06-19 17:45:14,000,+4.69,+0.94,+125.6,+11.2,+113.9,+7.45,+0.095,-0.527,+0.334,+1.096,LLLLLLLLLL,LLLL
655,2014-06-19 17:50:14,000,+4.71,+0.86,+104.8,+8.1,+97.9,+2.65,+0.092,-0.527,+0.305,+1.069,LLLLLLLLLL,LLLL
656,2014-06-19 17:55:14,000,+4.72,+0.80,+91.9,+11.1,+80.0,+3.95,+0.087,-0.526,+0.285,+4.487,LLLLLLLLLL,LLLL
657,2014-06-19 18:00:14,000,+4.74,+0.71,+94.4,+5.4,+87.7,+5.64,+0.087,-0.526,+0.256,+1.065,LLLLLLLLLL,LLLL
658,2014-06-19 18:05:14,000,+4.76,+0.70,+78.6,-2.3,+79.9,+6.02,+0.087,-0.527,+0.224,+1.066,LLLLLLLLLL,LLLL
659,2014-06-19 18:10:14,000,+4.78,+0.65,+81.4,+5.3,+75.1,+6.28,+0.085,-0.527,+0.168,+1.054,LLLLLLLLLL,LLLL
660,2014-06-19 18:15:14,000,+4.82,+0.66,+91.7,+0.2,+93.1,+6.25,+0.084,-0.527,+0.200,+1.018,LLLLLLLLLL,LLLL
661,2014-06-19 18:20:14,000,+4.87,+0.70,+86.6,-2.6,+85.1,+6.42,+0.085,-0.527,+0.188,+1.048,LLLLLLLLLL,LLLL
662,2014-06-19 18:25:14,000,+4.84,+0.66,+76.0,+2.7,+72.5,+7.53,+0.079,-0.526,+0.181,+1.107,LLLLLLLLLL,LLLL
663,2014-06-19 18:30:14,000,+4.83,+0.56,+83.8,-5.1,+87.7,+7.56,+0.079,-0.526,+0.173,+1.042,LLLLLLLLLL,LLLL
664,2014-06-19 18:35:14,000,+4.89,+0.60,+96.9,+0.1,+95.6,+6.42,+0.082,-0.527,+0.144,+1.236,LLLLLLLLLL,LLLL
665,2014-06-19 18:40:14,000,+4.94,+0.59,+96.8,+5.2,+90.3,+6.16,+0.085,-0.526,+0.173,+1.037,LLLLLLLLLL,LLLL
666,2014-06-19 18:45:14,000,+4.96,+0.61,+83.8,+2.6,+79.7,+6.16,+0.084,-0.527,+0.187,+1.254,LLLLLLLLLL,LLLL
667,2014-06-19 18:50:14,000,+4.96,+0.56,+91.8,-2.5,+92.9,+6.70,+0.082,-0.526,+0.203,+1.036,LLLLLLLLLL,LLLL
668,2014-06-19 18:55:14,000,+4.96,+0.56,+86.5,+2.8,+82.3,+6.53,+0.082,-0.526,+0.232,+1.244,LLLLLLLLLL,LLLL
669,2014-06-19 19:00:14,000,+4.94,+0.52,+99.5,-2.6,+100.2,+6.25,+0.082,-0.527,+0.246,+1.029,LLLLLLLLLL,LLLL
670,2014-06-19 19:05:14,000,+4.94,+0.51,+107.5,-0.2,+105.5,+6.04,+0.082,-0.527,+0.249,+1.143,LLLLLLLLLL,LLLL
671,2014-06-19 19:10:14,000,+4.92,+0.57,+110.0,-7.9,+116.1,+5.90,+0.087,-0.526,+0.244,+1.026,LLLLLLLLLL,LLLL
672,2014-06-19 19:15:14,000,+4.89,+0.53,+91.7,-5.2,+95.6,+5.80,+0.085,-0.527,+0.258,+1.061,LLLLLLLLLL,LLLL
673,2014-06-19 19:20:14,000,+4.92,+0.51,+91.8,-0.1,+87.6,+5.75,+0.085,-0.526,+0.268,+1.026,LLLLLLLLLL,LLLL
674,2014-06-19 19:25:14,000,+4.95,+0.52,+99.3,-7.8,+105.4,+5.48,+0.085,-0.526,+0.276,+1.037,LLLLLLLLLL,LLLL
675,2014-06-19 19:30:14,000,+4.96,+0.57,+94.2,-7.7,+102.8,+5.54,+0.085,-0.526,+0.249,+1.021,LLLLLLLLLL,LLLL
676,2014-06-19 19:35:14,000,+4.92,+0.52,+91.7,-7.9,+100.1,+5.99,+0.082,-0.526,+0.254,+1.032,LLLLLLLLLL,LLLL
677,2014-06-19 19:40:14,000,+4.93,+0.54,+91.7,-0.2,+93.0,+6.00,+0.082,-0.526,+0.254,+1.020,LLLLLLLLLL,LLLL
678,2014-06-19 19:45:14,000,+4.96,+0.53,+99.4,-13.2,+110.7,+5.77,+0.082,-0.526,+0.258,+1.026,LLLLLLLLLL,LLLL
679,2014-06-19 19:50:14,000,+4.97,+0.52,+96.7,+7.7,+87.6,+5.95,+0.082,-0.527,+0.261,+2.364,LLLLLLLLLL,LLLL
680,2014-06-19 19:55:14,000,+4.98,+0.52,+94.2,-7.8,+102.9,+6.36,+0.084,-0.527,+0.297,+1.023,LLLLLLLLLL,LLLL
681,2014-06-19 20:00:14,000,+4.96,+0.49,+94.1,-2.6,+92.8,+6.50,+0.082,-0.526,+0.300,+1.034,LLLLLLLLLL,LLLL
682,2014-06-19 20:05:14,000,+5.00,+0.53,+94.2,+7.6,+84.9,+6.00,+0.085,-0.527,+0.337,+1.023,LLLLLLLLLL,LLLL
683,2014-06-19 20:10:14,000,+5.02,+0.50,+88.9,-0.2,+87.6,+6.21,+0.082,-0.527,+0.353,+4.622,LLLLLLLLLL,LLLL
684,2014-06-19 20:15:14,000,+5.03,+0.47,+78.4,-2.8,+79.6,+6.71,+0.082,-0.526,+0.320,+1.023,LLLLLLLLLL,LLLL
685,2014-06-19 20:20:14,000,+5.01,+0.45,+73.3,+2.4,+69.6,+6.85,+0.082,-0.527,+0.304,+1.028,LLLLLLLLLL,LLLL
686,2014-06-19 20:25:14,000,+5.00,+0.41,+73.4,-8.0,+77.1,+6.55,+0.079,-0.526,+0.339,+1.018,LLLLLLLLLL,LLLL
687,2014-06-19 20:30:14,000,+5.00,+0.40,+73.3,+5.0,+67.0,+6.44,+0.079,-0.526,+0.339,+1.442,LLLLLLLLLL,LLLL
